aletia_id,name,final_specialty
ALT-006991,uWS-MR,Radiology
ALT-006395,"V5 Diagnostic Ultrasound System, H5 Diagnostic Ultrasound System, XV5 Diagnostic Ultrasound System, XH5 Diagnostic Ultrasound System, V4 Diagnostic Ultrasound System, H4 Diagnostic Ultrasound System, XV4 Diagnostic Ultrasound System, XH4 Diagnostic Ultrasound System",Radiology
ALT-001080,V5med Lung AI,Radiology
ALT-006867,V8 Diagnostic Ultrasound System,Radiology
ALT-006763,"V8 Diagnostic Ultrasound System, V7 Diagnostic Ultrasound System",Radiology
ALT-006363,V8 Diagnostic Ultrasound System; cV8 Diagnostic Ultrasound System; V7 Diagnostic Ultrasound System; cV7 Diagnostic Ultrasound System; V6 Diagnostic Ultrasound System; cV6 Diagnostic Ultrasound System,Radiology
ALT-006279,V8 Diagnostic Ultrasound System; cV8 Diagnostic Ultrasound System; V7 Diagnostic Ultrasound System; cV7 Diagnostic Ultrasound System; V6 Diagnostic Ultrasound System; cV6 Diagnostic Ultrasound System; V5 Diagnostic Ultrasound System; cV5 Diagnostic Ultrasound System; V4 Diagnostic Ultrasound System; cV4 Diagnostic Ultrasound System,Radiology
ALT-006594,"V8/H8 Diagnostic Ultrasound System, V7/H7 Diagnostic Ultrasound System, V6/H6 Diagnostic Ultrasound System",Radiology
ALT-006466,"V8/XV8/XH8, V7/XV7/XH7, V6/XV6/XH6 Diagnostic Ultrasound System",Radiology
ALT-006844,"Vantage Fortian 1.5T, MRT-1550, V8.0 with AiCE Reconstruction Processing Unit for MR",Radiology
ALT-006502,"Vantage Fortian/Orian 1.5T, MRT-1550, V9.0 with AiCE Reconstruction Processing Unit for MR",Radiology
ALT-007009,"Vantage Galan 3T, MRT-3020, V6.0 with AiCE Reconstruction Processing Unit for MR",Radiology
ALT-006929,"Vantage Orian 1.5T, MRT-1550, V6.0",Radiology
ALT-006979,"Vantage Orian 1.5T, MRT-1550, V6.0 with AiCE Reconstruction Processing Unit for MR",Radiology
ALT-007096,vascuCAP,Radiology
ALT-006916,VBrain,Oncology
ALT-006857,VBrain-OAR,Oncology
ALT-004204,VEA Align,Radiology
ALT-006464,VEA Align; spineEOS,Orthopaedics
ALT-006435,Velmeni for Dentists (V4D),Radiology
ALT-004405,Vent Creativity Knee v1.0 (Hermes),Orthopaedics
ALT-007128,Ventripoint Medical System Plus (VMS+),Radiology
ALT-007047,Ventripoint Medical System Plus (VMS+) 3.0,Radiology
ALT-004359,Ventripoint Medical System Plus (VMS+) 4.0,Radiology
ALT-006765,Venue,Radiology
ALT-007129,Venue,Radiology
ALT-006766,Venue Fit,Radiology
ALT-006769,Venue Go,Radiology
ALT-006275,Venue; Venue Go; Venue Fit; Venue Sprint,Radiology
ALT-003970,Versana Balance,Radiology
ALT-006864,Versana Premier,Radiology
ALT-006419,Versana Premier; Versana Premier Lotus; LOGIQ F,Radiology
ALT-006326,VersaViewer,Radiology
ALT-004188,Veuron-Brain-pAb3,Neurology
ALT-003698,VIDAvision,Radiology
ALT-006797,Videa Caries Assist,Radiology
ALT-006702,Videa Perio Assist,Radiology
ALT-006660,ViewFinder Software Version 1.1,Radiology
ALT-006478,VinDr-Mammo,Radiology
ALT-006614,VisAble.IO,Radiology
ALT-006928,Visage Breast Density,Radiology
ALT-006619,VisiRad XR,Radiology
ALT-001089,"Vista OS, Vista AI Scan, RTHawk",Radiology
ALT-007104,Vitrea CT Brain Perfusion,Radiology
ALT-007109,"Vivid E80, Vivid E90, Vivid E95",Radiology
ALT-006975,Vivid E80/ Vivid E90/ Vivid E95,Radiology
ALT-004000,Vivid iq,Radiology
ALT-004494,Vivid iq,Radiology
ALT-006961,Vivid iq,Radiology
ALT-006977,"Vivid S60N, Vivid S70N",Radiology
ALT-006962,"Vivid T8, Vivid T9",Radiology
ALT-004079,Viz AAA,Radiology
ALT-006815,"Viz ANEURYSM, Viz ANX",Radiology
ALT-007131,Viz CTP,Radiology
ALT-006528,"Viz HDS, Viz Volume Plus, Viz ICH+",Radiology
ALT-007005,Viz ICH,Radiology
ALT-006724,Viz LVO ContaCT,Radiology
ALT-003997,Viz RV/LV,Radiology
ALT-006752,Viz SDH,Radiology
ALT-004551,"Viz Subdural+, Viz SUBDURAL PLUS",Radiology
ALT-003488,Volpara Imaging Software,Radiology
ALT-007178,Volpara Imaging Software,Radiology
ALT-006386,Voluson Expert 18; Voluson Expert 20; Voluson Expert 22,Radiology
ALT-006777,"Voluson Expert 22, Voluson Expert 20, Voluson Expert 18",Radiology
ALT-006816,"Voluson P6, Voluson P8",Radiology
ALT-006305,Voluson Performance 16; Voluson Performance 18,Radiology
ALT-006831,"Voluson S6, Voluson S8, Voluson S8t, Voluson S10, Voluson S10 Expert",Radiology
ALT-006519,"Voluson Signature 20, Voluson Signature 18",Radiology
ALT-006638,Voluson SWIFT; Voluson SWIFT+,Radiology
ALT-006274,Voxel Dosimetry (00859873006226),Radiology
ALT-006322,Vscan Air,Radiology
ALT-006405,VUNO Med-Chest X-ray Triage/VUNO Med-CXR Link Triage,Radiology
ALT-004179,VUNO Med-DeepBrain,Neurology
ALT-007119,Workflow Box,Radiology
ALT-006948,WRDensity by Whiterabbit.ai,Radiology
ALT-006231,X9 Ultrasound System,Radiology
ALT-006690,Xeleris V Processing and Review System,Radiology
ALT-003706,Xeleris V Processing and Review Systems,Radiology
ALT-006607,"XIDF-AWS801, Angio Workstation (Alphenix Workstation), V9.5",Radiology
ALT-007189,YSIO MAX,Radiology
ALT-006479,YSIO X.pree,Radiology
ALT-007111,Ziostation2,Radiology
ALT-007206,BIOPLEX 2200 ANA SCREEN WITH MEDICAL DECISION SUPPORT SOFTWARE FOR USE WITH BIOPLEX 2200 MULTI-ANALYTE DETECTION SYSTEM,Rheumatology
ALT-007152,BladderScan Prime PLUS System,Urology
ALT-001048,Avenda Health AI Prostate Cancer Planning Software,Urology
ALT-006147,Prostate Intelligence (PI) — radiological analysis software intended to assist analysis of MRI for suspected prostate cancer. Indicated for assessment of MRI images of males aged 21+ with suspicion of prostate cancer. Intended users: radiologists.,Urology
